time,temperature_2m_mean,relative_humidity_2m_mean,vapor_pressure_deficit_max,soil_temperature_0_to_7cm_mean,soil_moisture_0_to_7cm_mean,rain_sum
1977-04-12,18.4,50,2.85,21.4,0.132,0.0
1977-04-13,17.9,49,2.44,20.7,0.131,0.0
1977-04-14,17.6,44,2.44,21.3,0.13,0.0
1977-04-15,19.5,41,3.04,22.4,0.129,0.0
1977-04-16,20.0,45,3.08,23.1,0.128,0.0
1977-04-17,19.8,36,3.15,22.8,0.128,0.0
1977-04-18,18.7,23,2.82,22.0,0.127,0.0
1977-04-19,17.9,28,2.95,21.9,0.126,0.0
1977-04-20,19.2,37,3.23,22.7,0.126,0.0
1977-04-21,19.0,40,3.25,23.0,0.126,0.0
1977-04-22,20.1,39,3.42,23.8,0.125,0.0
1977-04-23,20.8,39,3.71,24.7,0.125,0.0
1977-04-24,21.7,36,3.27,24.9,0.125,0.0
1977-04-25,19.5,39,2.54,24.0,0.125,0.0
1977-04-26,17.5,40,2.2,22.1,0.124,0.0
1977-04-27,18.4,38,2.41,22.9,0.124,0.0
1977-04-28,18.0,38,2.65,22.7,0.124,0.0
1977-04-29,19.4,49,2.35,23.6,0.124,0.0
1977-04-30,19.0,53,1.98,23.0,0.128,2.6
1977-05-01,16.7,66,1.4,20.7,0.185,8.6
1977-05-02,17.0,52,2.0,20.6,0.197,0.0
1977-05-03,16.7,50,2.02,20.4,0.178,0.0
1977-05-04,15.7,47,2.11,20.0,0.165,0.0
1977-05-05,14.2,46,1.75,18.9,0.155,0.0
1977-05-06,12.3,45,1.7,18.5,0.15,1.4
1977-05-07,12.2,62,1.6,17.3,0.168,2.9
1977-05-08,11.7,76,1.05,15.1,0.275,12.7
1977-05-09,12.1,80,0.82,15.3,0.357,5.6
1977-05-10,13.9,63,1.22,16.0,0.312,0.0
1977-05-11,12.3,72,0.83,14.9,0.298,7.4
1977-05-12,13.6,68,1.23,16.2,0.365,5.1
1977-05-13,14.8,59,1.55,16.8,0.307,0.0
1977-05-14,15.4,59,1.55,17.8,0.273,0.0
1977-05-15,15.0,55,1.74,18.1,0.246,0.0
1977-05-16,13.2,51,1.47,16.7,0.233,1.2
1977-05-17,14.1,53,1.76,17.1,0.228,0.2
1977-05-18,15.1,52,1.8,18.0,0.21,0.0
1977-05-19,17.1,56,2.05,19.5,0.199,0.6
1977-05-20,19.8,47,2.78,21.2,0.185,0.0
1977-05-21,20.4,49,2.8,22.8,0.171,0.0
1977-05-22,17.6,51,2.06,21.3,0.16,0.0
1977-05-23,14.8,52,1.5,18.4,0.16,0.6
1977-05-24,16.9,51,1.89,19.8,0.157,0.0
1977-05-25,18.1,48,2.12,21.5,0.151,0.0
1977-05-26,18.9,47,2.42,22.4,0.145,0.0
1977-05-27,19.5,44,2.8,23.1,0.14,0.0
1977-05-28,19.8,34,3.13,23.4,0.136,0.0
1977-05-29,21.1,33,3.43,24.5,0.133,0.0
1977-05-30,23.4,34,4.13,26.4,0.131,0.0
1977-05-31,26.8,33,5.14,29.2,0.129,0.0
1977-06-01,26.0,33,4.29,29.3,0.128,0.0
1977-06-02,23.9,26,4.16,28.2,0.127,0.0
1977-06-03,24.5,29,4.21,28.3,0.126,0.0
1977-06-04,26.3,31,4.51,30.0,0.126,0.0
1977-06-05,28.6,36,4.86,31.8,0.125,0.0
1977-06-06,30.2,40,5.59,33.4,0.125,0.0
1977-06-07,30.2,36,5.48,33.8,0.126,0.0
1977-06-08,27.8,39,4.14,32.3,0.131,0.1
1977-06-09,21.5,60,1.54,26.0,0.137,1.5
1977-06-10,19.8,52,2.11,25.3,0.139,0.0
1977-06-11,20.7,47,2.59,26.1,0.134,0.0
1977-06-12,21.7,45,2.88,26.9,0.131,0.0
1977-06-13,21.6,46,2.67,27.0,0.129,0.0
1977-06-14,21.5,46,2.82,27.2,0.127,0.0
1977-06-15,24.0,39,3.63,28.7,0.126,0.0
1977-06-16,25.4,34,4.15,30.1,0.126,0.0
1977-06-17,24.1,37,3.55,29.4,0.125,0.0
1977-06-18,23.2,39,3.47,28.6,0.125,0.0
1977-06-19,22.5,45,3.01,28.3,0.125,0.0
1977-06-20,23.3,45,3.11,28.5,0.124,0.0
1977-06-21,27.1,42,4.07,31.3,0.124,0.0
1977-06-22,30.7,36,5.85,34.0,0.124,0.0
1977-06-23,30.2,33,5.46,34.8,0.124,0.0
1977-06-24,30.5,31,5.29,34.6,0.124,0.0
1977-06-25,31.7,34,5.84,35.4,0.124,0.0
1977-06-26,31.1,34,5.2,35.3,0.124,0.0
1977-06-27,30.7,31,5.28,35.3,0.124,0.0
1977-06-28,30.8,31,5.6,35.6,0.124,0.0
1977-06-29,29.1,32,4.51,33.9,0.124,0.0
1977-06-30,30.3,32,5.51,34.7,0.124,0.0
1977-07-01,29.8,33,4.64,34.9,0.124,0.0
1977-07-02,27.4,41,3.51,33.6,0.124,0.0
1977-07-03,26.3,43,3.18,32.5,0.124,0.0
1977-07-04,22.9,37,3.13,29.7,0.124,0.0
1977-07-05,23.1,33,3.63,29.5,0.124,0.0
1977-07-06,25.3,32,4.36,30.7,0.124,0.0
1977-07-07,27.5,30,4.99,32.4,0.124,0.0
1977-07-08,27.5,31,4.82,32.7,0.124,0.0
1977-07-09,25.3,35,3.99,31.4,0.124,0.0
1977-07-10,25.4,37,4.16,31.2,0.124,0.0
1977-07-11,28.5,33,5.19,33.3,0.124,0.0
1977-07-12,28.3,34,4.67,33.6,0.124,0.0
1977-07-13,27.4,35,4.34,33.2,0.124,0.0
1977-07-14,28.2,34,4.67,33.8,0.124,0.0
1977-07-15,29.7,35,5.39,34.6,0.124,0.0
1977-07-16,31.2,33,5.69,35.7,0.124,0.0
1977-07-17,32.1,30,6.02,36.8,0.124,0.0
1977-07-18,30.8,25,5.7,35.9,0.124,0.0
1977-07-19,28.1,35,4.57,33.9,0.123,0.0
1977-07-20,28.4,37,4.71,33.6,0.124,0.0
1977-07-21,28.9,31,5.14,33.8,0.124,0.0
1977-07-22,29.2,29,5.55,33.8,0.124,0.0
1977-07-23,29.1,31,5.3,33.9,0.124,0.0
1977-07-24,26.7,39,4.02,32.5,0.124,0.0
1977-07-25,25.9,38,4.27,31.6,0.124,0.0
1977-07-26,27.0,32,5.07,31.9,0.124,0.0
1977-07-27,27.6,28,5.1,32.3,0.124,0.0
1977-07-28,27.5,30,5.0,32.4,0.124,0.0
1977-07-29,28.6,35,5.36,33.2,0.124,0.0
1977-07-30,30.9,28,6.37,34.5,0.124,0.0
1977-07-31,31.6,28,6.47,35.4,0.123,0.0
1977-08-01,33.0,26,6.63,36.6,0.123,0.0
1977-08-02,32.3,26,5.89,36.8,0.123,0.0
1977-08-03,30.8,29,5.59,35.8,0.123,0.0
1977-08-04,29.9,32,5.11,35.0,0.123,0.0
1977-08-05,28.2,39,4.25,34.0,0.123,0.0
1977-08-06,26.7,41,3.86,32.9,0.123,0.0
1977-08-07,24.9,41,3.73,31.2,0.123,0.0
1977-08-08,25.2,42,3.72,31.0,0.123,0.0
1977-08-09,26.3,41,4.21,31.5,0.123,0.0
1977-08-10,27.0,40,4.3,31.9,0.123,0.0
1977-08-11,28.0,40,4.67,32.9,0.123,0.0
1977-08-12,29.0,39,4.77,33.8,0.123,0.0
1977-08-13,28.1,42,4.1,33.6,0.123,0.0
1977-08-14,27.2,42,3.92,32.7,0.123,0.0
1977-08-15,28.5,39,5.41,33.0,0.123,0.0
1977-08-16,28.4,39,4.68,32.9,0.123,0.0
1977-08-17,28.7,53,2.89,33.2,0.123,0.0
1977-08-18,28.4,53,3.27,33.5,0.123,0.0
1977-08-19,27.8,32,4.46,32.6,0.123,0.0
1977-08-20,27.8,32,4.69,32.6,0.123,0.0
1977-08-21,27.4,34,4.69,32.4,0.123,0.0
1977-08-22,29.4,32,5.58,33.5,0.123,0.0
1977-08-23,29.9,31,5.43,34.1,0.123,0.0
1977-08-24,26.4,46,3.6,31.8,0.123,0.0
1977-08-25,25.8,45,3.77,30.9,0.123,0.0
1977-08-26,24.4,47,3.54,29.6,0.123,0.0
1977-08-27,24.9,38,3.88,29.9,0.123,0.0
1977-08-28,27.1,34,4.48,31.2,0.123,0.0
1977-08-29,30.2,31,5.48,32.7,0.123,0.0
1977-08-30,29.0,32,5.25,32.8,0.123,0.0
1977-08-31,27.8,35,4.34,32.3,0.123,0.0
1977-09-01,26.8,40,4.01,31.8,0.123,0.0
1977-09-02,26.7,38,4.01,31.6,0.123,0.0
1977-09-03,26.4,39,4.13,31.1,0.123,0.0
1977-09-04,26.9,38,4.51,31.3,0.123,0.0
1977-09-05,28.8,34,5.31,32.4,0.123,0.0
1977-09-06,29.8,31,5.97,33.0,0.123,0.0
1977-09-07,30.4,28,5.98,33.5,0.123,0.0
1977-09-08,29.8,31,5.34,33.5,0.123,0.0
1977-09-09,29.5,36,5.08,33.7,0.123,0.0
1977-09-10,27.5,39,4.42,32.2,0.123,0.0
1977-09-11,25.6,42,3.65,30.9,0.123,0.0
1977-09-12,24.1,47,2.94,29.1,0.123,0.0
1977-09-13,24.6,44,3.17,29.5,0.123,0.0
1977-09-14,23.0,48,2.53,28.5,0.123,0.0
1977-09-15,20.3,50,2.25,26.5,0.123,0.0
1977-09-16,17.5,51,1.55,23.1,0.123,0.0
1977-09-17,19.7,47,2.44,24.6,0.124,0.0
1977-09-18,21.8,45,2.74,25.5,0.124,0.0
1977-09-19,21.8,51,2.3,25.7,0.124,0.0
1977-09-20,20.9,55,2.59,25.2,0.125,0.1
1977-09-21,21.9,49,2.96,25.8,0.125,0.0
1977-09-22,22.4,39,3.32,26.4,0.124,0.0
1977-09-23,22.6,34,3.62,26.3,0.124,0.0
1977-09-24,22.8,43,3.17,26.5,0.124,0.0
1977-09-25,22.4,51,3.04,26.5,0.125,0.0
1977-09-26,23.4,37,2.83,26.2,0.137,0.0
1977-09-27,23.7,48,2.93,26.8,0.133,0.0
1977-09-28,22.8,51,2.95,26.9,0.13,0.0
1977-09-29,21.8,60,2.07,25.5,0.129,0.0
1977-09-30,19.7,49,2.46,24.1,0.128,0.0
1977-10-01,20.9,37,3.01,24.3,0.127,0.0
1977-10-02,22.2,38,3.58,25.3,0.126,0.0
1977-10-03,23.0,38,3.69,26.0,0.126,0.0
1977-10-04,22.9,39,3.42,25.6,0.125,0.4
1977-10-05,22.2,40,3.3,25.5,0.125,0.0
1977-10-06,21.1,60,2.19,24.2,0.202,8.7
1977-10-07,19.8,38,3.02,22.4,0.196,0.0
1977-10-08,20.3,37,2.97,22.0,0.179,0.0
1977-10-09,19.9,45,2.71,22.3,0.167,0.0
1977-10-10,20.7,47,2.66,22.7,0.158,0.0
1977-10-11,22.0,48,3.31,23.5,0.15,0.0
1977-10-12,22.4,44,3.45,24.1,0.144,0.0
1977-10-13,22.4,41,3.41,24.0,0.139,0.0
1977-10-14,22.0,42,3.38,23.8,0.136,0.0
1977-10-15,22.2,41,3.42,24.0,0.132,0.0
1977-10-16,21.3,44,3.2,23.9,0.131,0.0
1977-10-17,20.4,51,2.63,23.5,0.129,0.0
1977-10-18,20.1,53,2.57,23.2,0.129,0.0
1977-10-19,18.8,56,2.11,22.2,0.128,0.0
1977-10-20,17.1,58,1.8,21.2,0.127,0.0
1977-10-21,16.3,57,1.78,20.1,0.127,0.0
1977-10-22,17.7,58,2.11,20.4,0.127,0.0
1977-10-23,18.5,52,2.26,20.4,0.126,0.0
1977-10-24,19.1,49,2.48,21.2,0.126,0.0
1977-10-25,20.2,62,2.22,21.9,0.126,0.0
1977-10-26,19.6,67,1.89,22.2,0.126,0.0
1977-10-27,14.8,46,1.53,19.2,0.126,0.3
1977-10-28,14.5,42,1.58,16.2,0.126,0.0
1977-10-29,14.7,50,1.48,16.6,0.126,0.0
1977-10-30,14.9,60,1.46,17.3,0.126,0.0
1977-10-31,14.6,58,1.77,17.4,0.125,0.0
1977-11-01,15.3,53,1.85,17.7,0.125,0.0
1977-11-02,16.3,51,2.02,18.0,0.125,0.0
1977-11-03,16.9,55,1.97,18.4,0.125,0.0
1977-11-04,16.2,53,2.07,18.7,0.125,0.0
1977-11-05,13.2,62,1.19,15.6,0.182,5.2
1977-11-06,12.1,63,1.45,14.6,0.207,0.0
1977-11-07,10.7,64,1.26,13.4,0.196,0.0
1977-11-08,12.3,59,1.23,13.5,0.188,0.0
1977-11-09,13.1,62,1.62,14.2,0.181,0.0
1977-11-10,13.6,65,1.7,14.7,0.175,0.0
1977-11-11,16.4,53,2.16,16.1,0.169,0.0
1977-11-12,14.1,63,1.84,15.3,0.165,0.0
1977-11-13,13.3,68,1.38,15.0,0.16,0.0
1977-11-14,13.4,66,1.3,14.6,0.157,0.0
1977-11-15,13.4,59,1.46,14.4,0.153,0.0
1977-11-16,14.0,60,1.51,14.5,0.15,0.0
1977-11-17,14.0,60,1.54,14.4,0.147,0.0
1977-11-18,14.6,48,1.79,15.4,0.145,0.0
1977-11-19,9.4,35,1.3,12.7,0.142,0.0
1977-11-20,6.6,31,1.13,9.5,0.14,0.0
1977-11-21,11.1,35,1.64,11.7,0.143,10.9
1977-11-22,11.4,87,0.34,12.1,0.332,20.7
1977-11-23,11.2,79,0.83,12.4,0.316,0.0
1977-11-24,11.9,75,0.94,12.0,0.286,0.0
1977-11-25,12.8,76,1.08,12.6,0.268,0.0
1977-11-26,13.3,78,1.07,12.9,0.254,0.0
1977-11-27,13.8,80,0.97,13.7,0.244,0.0
1977-11-28,12.5,79,0.89,13.2,0.235,0.0
1977-11-29,12.3,76,1.08,12.8,0.227,0.0
1977-11-30,11.8,79,0.86,12.6,0.22,0.0
1977-12-01,11.4,79,1.0,12.3,0.215,0.0
1977-12-02,10.8,76,1.0,11.5,0.209,0.0
1977-12-03,10.7,77,0.84,11.1,0.204,0.0
1977-12-04,10.9,86,0.71,11.8,0.2,0.0
1977-12-05,10.8,88,0.51,11.4,0.197,0.0
1977-12-06,10.6,83,0.97,11.8,0.194,0.0
1977-12-07,10.8,84,0.65,11.3,0.191,0.0
1977-12-08,8.3,89,0.5,10.3,0.189,0.0
1977-12-09,8.1,84,0.7,9.6,0.187,0.0
1977-12-10,9.7,74,1.04,10.3,0.184,0.0
1977-12-11,9.8,74,0.87,9.7,0.182,0.0
1977-12-12,10.7,77,0.75,11.2,0.18,0.0
1977-12-13,9.1,84,0.73,10.2,0.177,0.0
1977-12-14,10.9,76,0.98,11.1,0.175,0.4
1977-12-15,11.7,76,0.85,12.0,0.264,12.4
1977-12-16,8.3,74,0.64,9.0,0.277,2.7
1977-12-17,11.3,92,0.18,10.9,0.405,34.1
1977-12-18,8.7,82,0.66,10.2,0.387,3.4
1977-12-19,6.3,77,0.69,8.3,0.36,0.0
1977-12-20,7.2,65,0.77,7.9,0.346,0.0
1977-12-21,9.9,54,0.98,8.9,0.351,2.7
1977-12-22,11.4,82,0.44,10.3,0.397,10.3
1977-12-23,12.4,91,0.24,11.8,0.427,32.5
1977-12-24,11.5,91,0.5,11.9,0.398,0.0
1977-12-25,11.9,89,0.44,12.1,0.379,0.8
1977-12-26,12.3,95,0.15,12.5,0.385,9.6
1977-12-27,13.4,93,0.23,13.1,0.413,25.7
1977-12-28,13.0,90,0.44,13.1,0.422,14.1
1977-12-29,12.4,94,0.34,13.0,0.409,4.4
1977-12-30,11.7,85,0.59,12.8,0.397,4.8
1977-12-31,9.6,84,0.51,10.8,0.377,0.0
1978-01-01,8.7,87,0.56,9.6,0.366,0.0
1978-01-02,9.3,84,0.61,9.3,0.361,1.4
1978-01-03,10.4,81,0.41,10.2,0.377,7.5
1978-01-04,10.1,88,0.41,10.0,0.39,10.9
1978-01-05,12.0,86,0.53,11.4,0.42,16.0
1978-01-06,11.8,90,0.41,11.9,0.412,5.7
1978-01-07,10.1,90,0.56,10.8,0.389,0.0
1978-01-08,11.8,84,0.91,11.7,0.375,0.0
1978-01-09,12.1,88,0.34,11.9,0.41,26.1
1978-01-10,11.2,86,0.64,11.6,0.415,4.7
1978-01-11,11.0,85,0.68,11.0,0.393,0.3
1978-01-12,10.3,87,0.66,10.6,0.382,0.8
1978-01-13,12.5,83,0.84,11.9,0.378,0.1
1978-01-14,12.7,84,0.38,12.0,0.394,19.7
1978-01-15,10.9,90,0.35,11.5,0.413,10.6
1978-01-16,11.3,89,0.22,11.2,0.42,29.7
1978-01-17,11.3,88,0.55,12.1,0.418,8.3
1978-01-18,10.8,83,0.72,11.2,0.398,5.6
1978-01-19,11.4,87,0.54,12.4,0.419,9.8
1978-01-20,10.0,84,0.54,10.9,0.395,0.0
1978-01-21,9.9,81,0.72,10.4,0.384,0.0
1978-01-22,9.1,83,0.55,10.1,0.375,0.0
1978-01-23,7.1,75,0.59,8.8,0.368,0.0
1978-01-24,6.2,72,0.62,7.7,0.363,0.0
1978-01-25,6.7,77,0.7,7.6,0.358,0.0
1978-01-26,7.8,81,0.61,8.1,0.353,0.0
1978-01-27,8.1,88,0.48,8.7,0.349,0.0
1978-01-28,9.8,87,0.73,10.1,0.345,0.0
1978-01-29,9.9,87,0.69,10.6,0.341,0.0
1978-01-30,9.3,89,0.5,10.5,0.337,0.0
1978-01-31,9.0,88,0.5,10.4,0.339,0.0
1978-02-01,7.8,86,0.59,9.1,0.334,0.0
1978-02-02,8.3,87,0.6,9.1,0.33,0.0
1978-02-03,9.6,87,0.74,10.3,0.325,0.0
1978-02-04,11.9,81,0.98,11.3,0.322,0.0
1978-02-05,13.7,77,0.68,12.5,0.355,13.7
1978-02-06,11.5,90,0.34,11.8,0.408,16.1
1978-02-07,10.1,92,0.17,10.3,0.41,15.5
1978-02-08,9.8,87,0.69,10.2,0.411,18.2
1978-02-09,11.6,93,0.14,11.4,0.425,57.5
1978-02-10,7.5,91,0.2,9.5,0.425,30.8
1978-02-11,6.8,82,0.55,8.6,0.406,1.3
1978-02-12,7.1,87,0.46,7.4,0.41,18.8
1978-02-13,9.2,85,0.57,10.0,0.415,8.3
1978-02-14,7.8,81,0.71,8.8,0.395,0.0
1978-02-15,8.7,76,0.67,8.8,0.384,0.0
1978-02-16,8.3,70,0.81,9.1,0.374,0.0
1978-02-17,9.1,75,0.64,10.1,0.364,0.0
1978-02-18,9.4,82,0.65,10.2,0.357,0.0
1978-02-19,10.2,83,0.85,10.9,0.35,0.0
1978-02-20,11.5,82,0.98,11.8,0.343,0.0
1978-02-21,12.4,85,0.93,12.7,0.336,0.0
1978-02-22,12.9,87,0.91,13.5,0.33,0.0
1978-02-23,13.4,86,0.95,13.7,0.324,0.0
1978-02-24,13.6,82,0.88,13.8,0.318,0.0
1978-02-25,12.6,82,0.8,13.6,0.314,0.0
1978-02-26,12.5,81,0.7,13.4,0.31,0.1
1978-02-27,11.6,86,0.4,12.2,0.315,0.6
1978-02-28,13.8,79,1.05,13.8,0.319,2.5
1978-03-01,13.4,88,0.72,14.2,0.351,11.1
1978-03-02,13.2,91,0.34,13.8,0.425,28.2
1978-03-03,12.2,84,0.69,13.0,0.42,15.1
1978-03-04,13.3,88,0.35,13.1,0.424,48.9
1978-03-05,12.5,86,0.66,13.4,0.417,8.0
1978-03-06,12.2,80,0.92,13.0,0.4,0.0
1978-03-07,13.2,78,1.24,13.5,0.383,0.0
1978-03-08,14.4,72,1.35,14.4,0.371,0.9
1978-03-09,12.4,82,0.54,13.8,0.4,10.2
1978-03-10,12.4,88,0.49,13.9,0.406,6.0
1978-03-11,11.1,76,0.75,13.3,0.403,4.4
1978-03-12,10.2,74,0.84,11.8,0.402,1.6
1978-03-13,11.1,65,0.96,11.9,0.38,0.0
1978-03-14,12.0,77,0.87,12.9,0.367,0.0
1978-03-15,13.4,77,1.03,13.7,0.357,0.0
1978-03-16,15.4,77,1.35,14.9,0.347,0.0
1978-03-17,17.1,75,1.66,16.2,0.337,0.0
1978-03-18,18.3,73,1.5,17.0,0.329,0.0
1978-03-19,17.1,72,1.32,17.4,0.33,0.0
1978-03-20,16.7,81,1.08,17.0,0.319,0.0
1978-03-21,15.4,82,1.0,16.4,0.388,15.7
1978-03-22,14.5,81,0.85,15.8,0.41,8.7
1978-03-23,13.5,83,0.58,14.4,0.386,0.9
1978-03-24,13.5,73,1.14,14.9,0.372,0.0
1978-03-25,14.9,75,1.16,15.6,0.356,0.0
1978-03-26,16.2,82,1.03,16.4,0.346,0.0
1978-03-27,16.0,79,1.13,16.7,0.337,2.7
1978-03-28,17.1,81,1.05,17.6,0.327,0.0
1978-03-29,17.4,80,1.24,17.7,0.322,1.1
1978-03-30,16.1,78,0.88,17.5,0.352,15.1
1978-03-31,13.5,82,0.86,15.4,0.413,18.7
1978-04-01,12.8,75,1.1,14.6,0.398,0.5
1978-04-02,12.3,69,1.07,14.6,0.381,0.1
1978-04-03,13.4,64,1.17,15.0,0.363,0.0
1978-04-04,11.5,68,0.84,13.7,0.392,15.6
1978-04-05,10.6,67,0.88,12.9,0.384,0.0
1978-04-06,9.4,86,0.39,11.4,0.412,18.0
1978-04-07,9.1,80,0.71,12.0,0.406,1.5
1978-04-08,11.3,70,1.0,12.7,0.385,0.0
1978-04-09,13.3,75,0.99,14.7,0.369,0.0
1978-04-10,17.0,74,1.48,16.8,0.355,0.0
1978-04-11,18.1,76,1.46,18.3,0.342,0.0
1978-04-12,18.0,75,1.49,18.8,0.329,0.0
1978-04-13,16.4,74,1.21,17.7,0.376,5.7
1978-04-14,14.5,64,1.36,16.5,0.358,0.0
1978-04-15,12.4,75,0.73,14.2,0.375,14.4
1978-04-16,10.3,75,0.89,13.7,0.402,3.2
1978-04-17,11.7,69,1.06,14.1,0.381,0.0
1978-04-18,13.9,67,1.19,15.3,0.361,0.0
1978-04-19,14.9,67,1.17,16.1,0.346,0.0
1978-04-20,13.4,70,0.65,15.4,0.338,1.1
1978-04-21,11.6,61,1.11,14.1,0.332,0.0
1978-04-22,12.9,62,1.35,14.6,0.317,0.0
1978-04-23,15.1,63,1.62,15.9,0.304,0.0
1978-04-24,16.6,65,1.84,16.5,0.294,0.0
1978-04-25,13.7,84,0.49,15.5,0.372,18.8
1978-04-26,13.5,77,1.05,15.4,0.387,3.2
1978-04-27,15.3,71,1.24,16.3,0.356,0.0
1978-04-28,16.3,72,1.38,17.4,0.336,0.0
1978-04-29,15.6,69,1.34,17.1,0.319,0.0
1978-04-30,13.5,70,0.9,15.6,0.311,1.2
1978-05-01,14.7,72,1.07,16.6,0.306,0.0
1978-05-02,17.2,72,1.43,18.3,0.293,0.0
1978-05-03,18.8,71,1.6,19.5,0.279,0.0
1978-05-04,17.9,58,1.79,19.0,0.264,0.0
1978-05-05,15.9,45,1.56,17.6,0.249,0.0
1978-05-06,16.1,49,1.81,17.3,0.237,0.0
1978-05-07,17.7,57,2.05,18.7,0.227,0.0
1978-05-08,19.5,59,2.32,20.1,0.216,0.0
1978-05-09,20.8,59,2.44,21.1,0.206,0.0
1978-05-10,19.0,53,1.91,21.0,0.198,0.2
1978-05-11,17.6,56,1.88,19.9,0.19,0.0
1978-05-12,19.2,59,2.22,21.1,0.182,0.0
1978-05-13,22.8,54,2.94,22.8,0.175,0.0
1978-05-14,22.5,53,3.01,23.9,0.167,0.0
1978-05-15,17.4,52,1.74,20.6,0.161,0.0
1978-05-16,17.2,45,2.21,19.8,0.158,0.0
1978-05-17,19.1,43,2.51,21.0,0.153,0.0
1978-05-18,22.1,47,3.21,23.2,0.148,0.0
1978-05-19,23.6,44,3.93,24.5,0.144,0.0
1978-05-20,23.9,42,3.42,25.1,0.14,0.0
1978-05-21,22.1,47,2.49,24.9,0.138,0.0
1978-05-22,19.9,45,2.46,23.8,0.136,0.0
1978-05-23,15.0,48,1.63,20.1,0.139,2.1
1978-05-24,15.0,50,1.83,19.6,0.144,0.0
1978-05-25,15.7,47,1.96,19.7,0.14,0.0
1978-05-26,17.8,48,2.26,21.0,0.138,0.0
1978-05-27,20.5,54,2.6,23.1,0.135,0.0
1978-05-28,24.3,48,3.34,25.5,0.133,0.0
1978-05-29,25.4,43,4.11,27.0,0.131,0.0
1978-05-30,25.3,39,4.36,27.2,0.13,0.0
1978-05-31,25.3,37,3.97,27.4,0.129,0.0
1978-06-01,23.6,43,3.15,26.9,0.128,0.0
1978-06-02,22.7,42,2.99,26.5,0.127,0.0
1978-06-03,22.9,44,3.12,26.4,0.127,0.0
1978-06-04,24.0,49,3.19,27.3,0.126,0.0
1978-06-05,26.3,47,3.86,28.6,0.126,0.0
1978-06-06,27.8,44,4.48,29.6,0.126,0.0
1978-06-07,28.1,37,5.1,30.1,0.125,0.0
1978-06-08,25.9,40,4.23,29.2,0.125,0.0
1978-06-09,25.5,39,4.08,28.8,0.125,0.0
1978-06-10,20.9,41,2.61,25.7,0.125,0.0
1978-06-11,22.8,46,3.01,27.0,0.125,0.0
1978-06-12,23.9,39,3.37,27.6,0.125,0.0
1978-06-13,24.2,42,3.3,27.9,0.124,0.0
1978-06-14,22.3,37,3.0,26.8,0.124,0.0
1978-06-15,22.1,37,3.31,26.5,0.124,0.0
1978-06-16,22.3,35,3.32,26.5,0.124,0.0
1978-06-17,24.3,36,4.06,27.9,0.124,0.4
1978-06-18,23.1,38,3.27,27.4,0.124,0.0
1978-06-19,23.2,41,3.58,27.4,0.124,0.0
1978-06-20,24.0,40,3.62,27.8,0.124,0.0
1978-06-21,24.2,39,3.59,28.2,0.124,0.0
1978-06-22,25.2,39,3.82,28.9,0.124,0.0
1978-06-23,24.2,37,3.54,28.4,0.124,0.0
1978-06-24,22.3,37,3.02,27.0,0.124,0.0
1978-06-25,22.1,38,3.32,26.6,0.124,0.0
1978-06-26,22.0,44,2.94,27.0,0.124,0.0
1978-06-27,21.9,50,2.59,26.9,0.124,0.0
1978-06-28,22.9,53,2.61,27.7,0.124,0.0
1978-06-29,23.9,47,3.16,28.4,0.124,0.0
1978-06-30,23.8,44,3.07,28.4,0.124,0.0
1978-07-01,22.5,45,2.88,27.6,0.124,0.0
1978-07-02,20.6,45,2.62,26.0,0.124,0.0
1978-07-03,21.0,44,3.02,25.9,0.124,0.0
1978-07-04,23.7,42,3.52,27.7,0.124,0.0
1978-07-05,25.0,40,3.81,28.8,0.124,0.0
1978-07-06,26.6,39,4.18,30.5,0.124,0.0
1978-07-07,27.0,37,4.23,31.1,0.124,0.0
1978-07-08,27.8,38,4.72,31.5,0.124,0.0
1978-07-09,29.5,33,5.43,32.7,0.124,0.0
1978-07-10,27.9,34,4.83,32.5,0.124,0.0
1978-07-11,24.3,37,3.68,30.3,0.124,0.0
1978-07-12,24.4,39,3.72,29.3,0.124,0.0
1978-07-13,27.5,33,4.89,30.9,0.124,0.0
1978-07-14,29.9,29,5.54,32.6,0.124,0.0
1978-07-15,28.7,32,4.49,32.3,0.124,0.0
1978-07-16,26.8,36,4.44,31.2,0.124,0.0
1978-07-17,28.2,36,4.99,32.0,0.124,0.0
1978-07-18,29.4,33,5.37,33.1,0.124,0.0
1978-07-19,29.3,36,5.22,33.2,0.124,0.0
1978-07-20,29.7,32,5.53,33.5,0.124,0.0
1978-07-21,29.3,32,5.45,33.4,0.124,0.0
1978-07-22,30.5,34,5.82,34.1,0.124,0.0
1978-07-23,30.5,34,5.26,34.6,0.124,0.0
1978-07-24,31.1,34,5.68,34.7,0.124,0.0
1978-07-25,30.7,34,4.92,34.4,0.124,0.0
1978-07-26,30.0,31,5.05,34.0,0.125,0.0
1978-07-27,28.9,34,4.68,33.4,0.124,0.0
1978-07-28,28.7,35,4.66,33.2,0.124,0.0
1978-07-29,28.0,35,4.51,32.7,0.124,0.0
1978-07-30,27.1,35,4.41,32.1,0.124,0.0
1978-07-31,29.1,37,5.11,33.2,0.124,0.0
1978-08-01,30.6,34,5.59,34.2,0.124,0.0
1978-08-02,30.1,34,5.07,34.4,0.124,0.0
1978-08-03,30.0,33,5.31,34.4,0.124,0.0
